./solvers/scip-nlw/JuniperLibSm/nuclear49a.stdout:DATA, nuclear49a.jl, 3342, 2450, 0, 1432, Min, NaN, NaN, UserLimit, 3614.8988711833954
./solvers/scip-nlw/JuniperLibSm/pooling_epa2.stdout:DATA, pooling_epa2.jl, 332, 45, 0, 525, Min, NaN, NaN, UserLimit, 3893.0964679718018
./solvers/scip-nlw/JuniperLibSm/graphpart_clique-20.stdout:DATA, graphpart_clique-20.jl, 61, 60, 0, 21, Min, 147.0, NaN, Optimal, 13.887116193771362
./solvers/scip-nlw/JuniperLibSm/CLay0205H.stdout:DATA, CLay0205H.jl, 261, 50, 0, 366, Min, 8092.499514375435, NaN, Optimal, 70.05357789993286
./solvers/scip-nlw/JuniperLibSm/edgecross14-078.stdout:DATA, edgecross14-078.jl, 183, 155, 0, 1457, Min, 725.0, NaN, UserLimit, 3656.9388160705566
./solvers/scip-nlw/JuniperLibSm/squfl015-080persp.stdout:DATA, squfl015-080persp.jl, 2416, 15, 0, 2481, Min, 402.4842904434936, NaN, Optimal, 93.14119005203247
./solvers/scip-nlw/JuniperLibSm/ghg_3veh.stdout:DATA, ghg_3veh.jl, 97, 36, 0, 120, Min, 7.7959298941523105, NaN, UserLimit, 3785.1277301311493
./solvers/scip-nlw/JuniperLibSm/water4.stdout:DATA, water4.jl, 196, 126, 0, 138, Min, 907.0169549647017, NaN, UserLimit, 4023.581845998764
./solvers/scip-nlw/JuniperLibSm/ndcc13.stdout:DATA, ndcc13.jl, 631, 42, 0, 255, Min, 87.41558987000003, NaN, UserLimit, 3782.1353290081024
./solvers/scip-nlw/JuniperLibSm/graphpart_clique-70.stdout:DATA, graphpart_clique-70.jl, 211, 210, 0, 71, Min, 6348.0, NaN, UserLimit, 3683.7229340076447
./solvers/scip-nlw/JuniperLibSm/crudeoil_li01.stdout:DATA, crudeoil_li01.jl, 345, 48, 0, 696, Max, 5120.851273967355, NaN, UserLimit, 4054.343846797943
./solvers/scip-nlw/JuniperLibSm/eg_all_s.stdout:DATA, eg_all_s.jl, 8, 0, 7, 28, Min, 100000.00000000001, NaN, UserLimit, 3676.9311549663544
./solvers/scip-nlw/JuniperLibSm/sfacloc1_3_90.stdout:DATA, sfacloc1_3_90.jl, 262, 30, 0, 422, Min, 11.675021740962919, NaN, UserLimit, 4005.2570309638977
./solvers/scip-nlw/JuniperLibSm/squfl030-150.stdout:DATA, squfl030-150.jl, 4531, 30, 0, 4651, Min, 464.479068123179, NaN, UserLimit, 3609.244639158249
./solvers/scip-nlw/JuniperLibSm/squfl015-060.stdout:DATA, squfl015-060.jl, 916, 15, 0, 961, Min, 366.6218164636619, NaN, Optimal, 1229.026342868805
./solvers/scip-nlw/JuniperLibSm/squfl040-080persp.stdout:DATA, squfl040-080persp.jl, 6441, 40, 0, 6481, Min, 263.8920546344619, NaN, Optimal, 887.1575200557709
./solvers/scip-nlw/JuniperLibSm/qapw.stdout:DATA, qapw.jl, 451, 225, 0, 256, Min, 392268.00000000006, NaN, UserLimit, 3668.221169948578
./solvers/scip-nlw/JuniperLibSm/squfl025-030.stdout:DATA, squfl025-030.jl, 776, 25, 0, 781, Min, 205.50165500760457, NaN, Optimal, 470.5058331489563
./solvers/scip-nlw/JuniperLibSm/crudeoil_lee3_07.stdout:DATA, crudeoil_lee3_07.jl, 1793, 98, 0, 3950, Max, 85.44891307719989, NaN, UserLimit, 167.2141559123993
./solvers/scip-nlw/JuniperLibSm/sfacloc1_3_95.stdout:DATA, sfacloc1_3_95.jl, 234, 9, 0, 282, Min, 12.355539961269965, NaN, UserLimit, 4072.5206530094147
./solvers/scip-nlw/JuniperLibSm/forest.stdout:DATA, forest.jl, 237, 73, 0, 310, Max, 1.4396226486541297e7, NaN, UserLimit, 3617.8991770744324
./solvers/scip-nlw/JuniperLibSm/squfl015-080.stdout:DATA, squfl015-080.jl, 1216, 15, 0, 1281, Min, 514.3972932004658, NaN, UserLimit, 3633.07928609848
./solvers/scip-nlw/JuniperLibSm/casctanks.stdout:DATA, casctanks.jl, 501, 40, 0, 518, Min, 9.163474871229432, NaN, UserLimit, 3788.9954500198364
./solvers/scip-nlw/JuniperLibSm/waterx.stdout:DATA, waterx.jl, 71, 14, 0, 55, Min, 917.705788513444, NaN, UserLimit, 3971.0917987823486
./solvers/scip-nlw/JuniperLibSm/blend718.stdout:DATA, blend718.jl, 223, 87, 0, 607, Max, 7.393600867815854, NaN, Optimal, 3311.81333899498
./solvers/scip-nlw/JuniperLibSm/blend531.stdout:DATA, blend531.jl, 273, 104, 0, 737, Max, 20.039000502398963, NaN, Optimal, 93.13740587234497
./solvers/scip-nlw/JuniperLibSm/nuclearvd.stdout:DATA, nuclearvd.jl, 352, 168, 0, 318, Min, -1.0298201711315522, NaN, UserLimit, 3991.272108078003
./solvers/scip-nlw/JuniperLibSm/sssd18-06.stdout:DATA, sssd18-06.jl, 151, 126, 0, 67, Min, 399296.78581985773, NaN, UserLimit, 3874.1642169952393
./solvers/scip-nlw/JuniperLibSm/contvar.stdout:DATA, contvar.jl, 297, 88, 0, 285, Min, 813745.1244777797, NaN, UserLimit, 3626.429121017456
./solvers/scip-nlw/JuniperLibSm/sfacloc1_4_95.stdout:DATA, sfacloc1_4_95.jl, 296, 9, 0, 355, Min, 11.18412234983927, NaN, UserLimit, 3988.1231667995453
./solvers/scip-nlw/JuniperLibSm/wastepaper6.stdout:DATA, wastepaper6.jl, 137, 90, 0, 55, Min, 0.00030635126696254946, NaN, UserLimit, 4336.309765100479
./solvers/scip-nlw/JuniperLibSm/qap.stdout:DATA, qap.jl, 226, 225, 0, 31, Min, 414110.0, NaN, UserLimit, 3684.266130924225
./solvers/scip-nlw/JuniperLibSm/edgecross22-048.stdout:DATA, edgecross22-048.jl, 463, 462, 0, 6161, Min, 84.0, NaN, Optimal, 2199.112601995468
./solvers/scip-nlw/JuniperLibSm/fo7_2.stdout:DATA, fo7_2.jl, 115, 42, 0, 212, Min, 17.74933650205232, NaN, Optimal, 45.61090302467346
./solvers/scip-nlw/JuniperLibSm/graphpart_clique-40.stdout:DATA, graphpart_clique-40.jl, 121, 120, 0, 41, Min, 1183.0, NaN, Optimal, 448.76742005348206
./solvers/scip-nlw/JuniperLibSm/graphpart_clique-60.stdout:DATA, graphpart_clique-60.jl, 181, 180, 0, 61, Min, 4010.0, NaN, UserLimit, 3728.3531999588013
./solvers/scip-nlw/JuniperLibSm/transswitch0009r.stdout:DATA, transswitch0009r.jl, 70, 9, 0, 104, Min, 5328.6735809803695, NaN, UserLimit, 3798.265818834305
./solvers/scip-nlw/JuniperLibSm/genpooling_meyer10.stdout:DATA, genpooling_meyer10.jl, 395, 187, 0, 424, Min, 2.1272695635868707e6, NaN, UserLimit, 3805.213935852051
./solvers/scip-nlw/JuniperLibSm/ndcc12persp.stdout:DATA, ndcc12persp.jl, 691, 46, 0, 284, Min, NaN, NaN, UserLimit, 3772.6520569324493
./solvers/scip-nlw/JuniperLibSm/gasnet_al3.stdout:DATA, gasnet_al3.jl, 725, 136, 0, 831, Min, 7327.751821733712, NaN, UserLimit, 3894.8633620738983
./solvers/scip-nlw/JuniperLibSm/transswitch0039r.stdout:DATA, transswitch0039r.jl, 329, 46, 0, 474, Min, 41869.05151132446, NaN, UserLimit, 3648.9667780399323
./solvers/scip-nlw/JuniperLibSm/nous1.stdout:DATA, nous1.jl, 51, 2, 0, 44, Min, 1.567072000088909, NaN, UserLimit, 4242.2679879665375
./solvers/scip-nlw/JuniperLibSm/multiplants_mtg1b.stdout:DATA, multiplants_mtg1b.jl, 194, 93, 0, 257, Max, 440.8624453603196, NaN, UserLimit, 4041.9154829978943
./solvers/scip-nlw/JuniperLibSm/waterno2_04.stdout:DATA, waterno2_04.jl, 665, 36, 0, 823, Min, 145.7322769986138, NaN, UserLimit, 3937.022455215454
./solvers/scip-nlw/JuniperLibSm/tspn12.stdout:DATA, tspn12.jl, 91, 66, 0, 27, Min, 262.64739568834034, NaN, UserLimit, 3806.9495408535004
./solvers/scip-nlw/JuniperLibSm/squfl030-100persp.stdout:DATA, squfl030-100persp.jl, 6031, 30, 0, 6101, Min, 363.0860119952243, NaN, UserLimit, 493.2064299583435
./solvers/scip-nlw/JuniperLibSm/chp_shorttermplan1a.stdout:DATA, chp_shorttermplan1a.jl, 1009, 144, 0, 2069, Min, 214.8418660276123, NaN, UserLimit, 23.206068992614746
./solvers/scip-nlw/JuniperLibSm/ndcc12.stdout:DATA, ndcc12.jl, 645, 46, 0, 238, Min, NaN, NaN, UserLimit, 3697.9497680664062
./solvers/scip-nlw/JuniperLibSm/squfl030-100.stdout:DATA, squfl030-100.jl, 3031, 30, 0, 3101, Min, 461.3393460940782, NaN, UserLimit, 3617.4836909770966
./solvers/scip-nlw/JuniperLibSm/nuclear25a.stdout:DATA, nuclear25a.jl, 1059, 650, 0, 660, Min, -1.078813974976938, NaN, UserLimit, 3631.0661170482635
./solvers/scip-nlw/JuniperLibSm/FLay05H.stdout:DATA, FLay05H.jl, 383, 40, 0, 466, Min, 64.49805518982498, NaN, Optimal, 209.58072090148926
./solvers/scip-nlw/JuniperLibSm/graphpart_2pm-0099-0999.stdout:DATA, graphpart_2pm-0099-0999.jl, 244, 243, 0, 82, Min, -64.0, NaN, Optimal, 98.40503191947937
./solvers/scip-nlw/JuniperLibSm/gasprod_sarawak81.stdout:DATA, gasprod_sarawak81.jl, 7572, 38, 0, 11093, Min, -31865.35531079801, NaN, UserLimit, 3846.3457839488983
./solvers/scip-nlw/JuniperLibSm/nuclearva.stdout:DATA, nuclearva.jl, 352, 168, 0, 318, Min, -1.012433064418902, NaN, UserLimit, 3848.876441001892
./solvers/scip-nlw/JuniperLibSm/sfacloc1_2_80.stdout:DATA, sfacloc1_2_80.jl, 232, 62, 0, 2089, Min, 12.752062324657265, NaN, UserLimit, 3810.1574738025665
./solvers/scip-nlw/JuniperLibSm/ndcc13persp.stdout:DATA, ndcc13persp.jl, 673, 42, 0, 297, Min, 89.878403027, NaN, UserLimit, 3743.849664926529
./solvers/scip-nlw/JuniperLibSm/multiplants_mtg1a.stdout:DATA, multiplants_mtg1a.jl, 194, 93, 0, 257, Max, 391.6133688404698, NaN, Optimal, 987.0975160598755
./solvers/scip-nlw/JuniperLibSm/Syn40M04H.stdout:DATA, Syn40M04H.jl, 1529, 320, 0, 2905, Max, 901.7546062344936, NaN, UserLimit, 5.722449064254761
./solvers/scip-nlw/JuniperLibSm/CLay0305H.stdout:DATA, CLay0305H.jl, 276, 55, 0, 396, Min, 8092.499514375433, NaN, Optimal, 144.6267158985138
./solvers/scip-nlw/JuniperLibSm/wastepaper4.stdout:DATA, wastepaper4.jl, 77, 44, 0, 39, Min, 0.0034791556466567345, NaN, Optimal, 596.6786360740662
./solvers/scip-nlw/JuniperLibSm/eg_int_s.stdout:DATA, eg_int_s.jl, 8, 0, 3, 28, Min, 100000.00000000001, NaN, UserLimit, 3634.720088005066
./solvers/scip-nlw/JuniperLibSm/nuclearvc.stdout:DATA, nuclearvc.jl, 352, 168, 0, 318, Min, -0.9985150831688537, NaN, UserLimit, 4539.625788927078
