FLay05M,63,66,40,0,5,Min,64.49806199,64.49806199
transswitch0030r,278,392,41,0,307,Min,0.0,573.9181324
transswitch0030p,278,556,41,0,247,Min,1e-09,573.9181324
fo7,115,212,42,0,14,Min,20.72982507,20.72982507
o7_2,115,212,42,0,14,Min,116.9459316,116.9459316
o7_ar4_1,113,270,0,42,14,Min,131.6531381,131.6531381
o7_ar25_1,113,270,0,42,14,Min,140.4119583,140.4119583
no7_ar4_1,113,270,0,42,14,Min,98.51840214,98.51840218
o7_ar3_1,113,270,0,42,14,Min,137.931839,137.931839
o7_ar2_1,113,270,0,42,14,Min,140.4119583,140.4119583
o7_ar5_1,113,270,0,42,14,Min,116.9458471,116.9458471
no7_ar3_1,113,270,0,42,14,Min,107.8153081,107.81530829999998
ndcc13,631,255,42,0,42,Min,73.11113296,84.62501274
no7_ar5_1,113,270,0,42,14,Min,90.62267488,90.62267488
o7,115,212,42,0,14,Min,131.6531381,131.6531381
ndcc13persp,673,297,42,0,42,Min,72.47295303,85.89192467
edgecross10-060,91,481,44,0,1,Min,459.0,459.0
super3t,1056,1343,44,0,240,Min,-1.0,-0.684104
chp_partload,2249,2517,45,0,490,Min,20.37418882,23.29810754
tspn10,66,22,45,0,11,Min,225.1260708,225.1260716
pooling_epa2,332,525,45,0,86,Min,-4567.355812,-4567.355812
transswitch0039p,329,658,46,0,277,Min,2.0,41866.12319
ndcc12persp,691,284,46,0,46,Min,55.25413434,106.3541548
ndcc12,645,238,46,0,46,Min,57.3073953,106.3541548
4stufen,150,99,48,0,34,Min,116329.6706,116329.6706
crudeoil_li01,345,696,48,0,56,Max,5146.905167,5122.564501
tln6,49,37,6,42,6,Min,15.3,15.3
CLay0205H,261,366,50,0,40,Min,8092.5,8092.5
beuster,158,115,52,0,47,Min,116329.6706,116329.6706
ndcc14,865,306,54,0,54,Min,71.39024198,110.3275823
waterno2_06,997,1235,54,0,390,Min,94.21252965,285.2265952
ndcc14persp,919,360,54,0,54,Min,70.98049588,111.26973999999998
genpooling_meyer04,119,142,55,0,15,Min,1086187.137,1086187.137
CLay0305H,276,396,55,0,60,Min,8092.5,8092.5
fo8_ar4_1,145,348,0,56,16,Min,22.38189652,22.38189652
fo8_ar5_1,145,348,0,56,16,Min,22.38189652,22.38189652
o8_ar4_1,145,348,0,56,16,Min,243.0707477,243.0707486
fo8,147,274,56,0,16,Min,22.38189652,22.38189652
fo8_ar25_1,145,348,0,56,16,Min,28.0451814,28.0451814
FLay06M,87,94,60,0,6,Min,66.93273188,66.93280212
FLay06H,567,694,60,0,6,Min,66.9327941,66.93280212
procurement1mot,785,750,60,0,1,Max,291.5708148,291.5416577000001
heatexch_gen3,581,511,60,0,241,Min,64898.22835,inf
ndcc16,1081,378,60,0,60,Min,69.616974,112.071483
heatexch_spec3,261,251,60,0,1,Min,64135.230079999994,64141.64425
ndcc16persp,1141,438,60,0,60,Min,68.89198266,113.5459483
sfacloc1_4_80,356,2235,62,0,15,Min,0.16167943,7.87910096
sfacloc1_3_80,294,2162,62,0,15,Min,1.78017738,8.52306705
sfacloc1_2_80,232,2089,62,0,15,Min,8.36892011,12.75206232
tln7,64,43,7,56,7,Min,15.0,15.0
wastepaper5,105,47,65,0,24,Min,2.569e-05,0.0008212
tspn12,91,27,66,0,13,Min,262.6473855,262.6473957
sssd15-04,89,48,72,0,12,Min,205054.4585,205054.4585
fo9,183,344,72,0,18,Min,23.46428571,23.46428571
fo9_ar3_1,181,436,0,72,18,Min,24.81547619,24.81547619
waternd2,233,250,72,0,46,Min,1062685.084,1062685.084
sssd15-04persp,89,48,72,0,12,Min,205054.4584,205054.4585
fo9_ar25_1,181,436,0,72,18,Min,32.18642827,32.18643105
o9_ar4_1,181,436,0,72,18,Min,236.1384492,236.13845619999998
fo9_ar2_1,181,436,0,72,18,Min,32.625,32.625
fo9_ar5_1,181,436,0,72,18,Min,23.46428571,23.46428571
fo9_ar4_1,181,436,0,72,18,Min,23.46428571,23.46428571
forest,237,310,73,0,24,Max,14396226.49,14396226.49
edgecross10-080,91,481,74,0,1,Min,1037.0,1037.0
sssd12-05,96,53,75,0,15,Min,281408.6352,281408.6352
sssd12-05persp,96,53,75,0,15,Min,281408.6353,281408.6353
multiplants_mtg5,191,309,78,0,49,Max,5924.649686,5924.6493009999995
edgecross14-039,183,1457,80,0,1,Min,109.0,109.0
crudeoil_pooling_ct1,311,566,80,0,37,Min,188924.2081,210537.5
waterno2_09,1495,1853,81,0,585,Min,114.1824862,933.2934431
crudeoil_lee3_06,1537,3360,84,0,588,Max,85.44891308,85.44891308
blend718,223,607,87,0,24,Max,7.3936,7.3936
blend721,223,628,87,0,24,Max,13.5268,13.5268
blend146,223,625,87,0,24,Max,45.29658768,45.29656579
contvar,297,285,88,0,120,Min,809149.8272,809149.8272
edgecross10-070,91,481,90,0,1,Min,717.0,717.0
graphpart_clique-30,91,31,90,0,1,Min,495.0,495.0
wastepaper6,137,55,90,0,28,Min,0.0,0.00012637
sssd20-04,109,53,92,0,12,Min,347691.4104,347691.4105
sssd20-04persp,109,53,92,0,12,Min,347716.8909,347691.4105
multiplants_mtg1b,194,257,93,0,28,Max,450.5480819,450.5478177
multiplants_mtg1a,194,257,93,0,28,Max,391.6133685,391.6133684
hydroenergy1,289,429,96,0,48,Max,209741.9808,209721.0066
crudeoil_lee3_07,1793,3950,98,0,686,Max,85.44891316,85.44891308
portfol_shortfall100_04,405,308,101,0,2,Min,-1.11787901,-1.11787895
blend531,273,737,104,0,32,Max,20.039,20.039
tspn15,136,35,105,0,16,Min,327.1386325,327.1390621000001
product,1554,1926,107,0,132,Min,-2142.948086,-2142.948086
crudeoil_pooling_ct2,404,733,108,0,70,Max,10246.219959999999,10246.219959999999
graphpart_3pm-0334-0334,109,37,108,0,1,Min,-36.0,-36.0
sssd15-06persp,133,64,108,0,18,Min,539635.4697,539635.4697
waterno2_12,1993,2471,108,0,780,Min,198.7666059,2302.511036
sssd15-06,133,64,108,0,18,Min,539635.4692,539635.4697
gams01,146,1269,110,0,111,Min,21380.20059,21380.20059
sssd25-04persp,129,58,112,0,12,Min,300186.8048,300176.5637
multiplants_mtg2,230,307,112,0,37,Max,7099.186211,7099.186211
sssd25-04,129,58,112,0,12,Min,300176.5636,300176.5637
crudeoil_lee3_08,2049,4557,112,0,784,Max,85.44891429,85.44891308
SLay08H,633,813,112,0,1,Min,84960.21242000001,84960.21242000001
kport40,268,49,3,111,38,Min,35.70087087,37.17581241
multiplants_mtg1c,245,319,120,0,28,Max,931.1145177999999,683.9711884999998
graphpart_clique-40,121,41,120,0,1,Min,1183.0,1183.0
blend852,305,861,120,0,32,Max,53.9627,53.96269993
sfacloc2_4_80,401,2372,122,0,60,Min,9.95307141,9.95307141
blend480,313,885,124,0,32,Max,9.2266,9.2266
crudeoil_lee2_09,2080,4828,126,0,756,Max,101.1745663,101.1745663
sssd18-06persp,151,67,126,0,18,Min,397992.2951,397992.2951
waterz,196,138,126,0,15,Min,545.4629941000002,907.0169958999999
water4,196,138,126,0,15,Min,907.0169609,907.0169958999999
sssd18-06,151,67,126,0,18,Min,397992.2947,397992.2951
crudeoil_lee3_09,2305,5181,126,0,882,Max,85.44891368,85.44891308
crudeoil_pooling_ct3,730,1199,128,0,211,Min,286971.3,287000.0
crudeoil_li03,965,2443,132,0,192,Max,3527.6020439999998,3483.817068
crudeoil_li05,941,1917,132,0,192,Max,3250.980122,3129.840616
crudeoil_li06,965,2437,132,0,192,Max,3355.0,3355.0
sssd16-07persp,162,73,133,0,21,Min,417188.8105,417188.8105
sssd16-07,162,73,133,0,21,Min,417188.8105,417188.8105
crudeoil_lee4_07,2738,5966,133,0,1064,Max,132.54760090000002,132.54760090000002
tls5,162,91,131,5,5,Min,10.3,10.3
gasnet_al1,725,831,136,0,382,Min,7438.040120999999,7438.040120999999
gasnet_al3,725,831,136,0,382,Min,7363.315283,7363.315283
crudeoil_pooling_ct4,534,925,138,0,95,Max,13258.25975,13258.25973
crudeoil_lee2_10,2311,5432,140,0,840,Max,101.1745663,101.1745663
crudeoil_lee3_10,2561,5822,140,0,980,Max,85.44891343,85.44891308
csched2a,233,138,140,0,1,Min,-165398.7013,-165398.7013
sssd15-08persp,177,80,144,0,24,Min,562617.8818,562617.8818
sssd15-08,177,80,144,0,24,Min,562617.8818,562617.8818
graphpart_3pm-0344-0344,145,49,144,0,1,Min,-48.0,-48.0
graphpart_clique-50,151,51,150,0,1,Min,2312.0,2312.0
pooling_epa3,1105,1718,150,0,274,Min,-14998.6,-14965.204609999999
crudeoil_lee4_08,3129,6858,152,0,1216,Max,132.54760090000002,132.54760090000002
edgecross14-078,183,1457,155,0,1,Min,725.0,725.0
waterno2_18,2989,3707,162,0,1170,Min,310.4893115000001,5269.638815
sssd18-08,201,83,168,0,24,Min,832795.5834,832795.5852
sssd18-08persp,201,83,168,0,24,Min,651057.6841,832795.5852
nuclearve,352,318,168,0,267,Min,-9983966839.0,-1.03743369
nuclearvb,352,318,168,0,267,Min,-9976022204.0,-1.03133586
nuclearvd,352,318,168,0,267,Min,-9986343336.0,-1.04053963
tln12,169,73,12,156,12,Min,87.00416667,90.5
nuclearva,352,318,168,0,267,Min,-9987310941.0,-1.01375914
nuclearvc,352,318,168,0,267,Min,-9949207347.0,-1.00420447
nuclearvf,352,318,168,0,267,Min,-9984107806.0,-1.02408746
crudeoil_lee4_09,3520,7770,171,0,1368,Max,132.54760090000002,132.54760090000002
multiplants_mtg6,350,481,176,0,65,Max,5314.962625,5314.431182
transswitch0118p,1240,2480,179,0,1075,Min,1e-10,129466.7953
tls6,216,121,173,6,6,Min,15.3,15.3
transswitch0118r,1240,1764,179,0,1311,Min,0.0,129469.3139
crudeoil_li11,1178,3506,180,0,192,Max,4723.427936,4686.792637
SLay10H,1011,1306,180,0,1,Min,129579.8838,129579.8838
graphpart_clique-60,181,61,180,0,1,Min,2699.0,3990.0
cecil_13,841,899,180,0,180,Min,-115656.0,-115656.4997
edgecross14-176,183,1457,182,0,1,Min,5875.0,5875.0
edgecross14-058,183,1457,182,0,1,Min,353.0,353.0
edgecross14-098,183,1457,182,0,1,Min,1146.420321,1355.0
sssd20-08persp,217,85,184,0,24,Min,469667.2974,469644.4028
sssd20-08,217,85,184,0,24,Min,469619.8291,469619.8376
genpooling_meyer10,395,424,187,0,33,Min,1086187.136,1086187.137
faclay20h,191,2281,190,0,1,Min,15548.99998,15549.0
crudeoil_lee4_10,3911,8702,190,0,1520,Max,132.54760090000002,132.54760090000002
graphpart_3g-0444-0444,193,65,192,0,1,Min,-7603756.0,-7603756.0
hydroenergy2,577,857,192,0,96,Max,375370.0799,371811.847
graphpart_3pm-0444-0444,193,65,192,0,1,Min,-65.0,-65.0
chp_shorttermplan2b,1393,2553,192,0,672,Min,-162768.7521,-162735.1963
multiplants_stg1,415,262,198,0,34,Max,597.3470965,355.08663870000015
sssd22-08persp,233,87,200,0,24,Min,508748.972,508713.731
sssd22-08,233,87,200,0,24,Min,508713.7305,508713.7312
portfol_classical200_2,601,404,200,0,1,Min,-0.11008823,-0.11008823
portfol_shortfall200_05,805,608,201,0,2,Min,-1.14259373,-1.12728438
portfol_robust200_03,804,607,201,0,2,Min,-0.12911453,-0.12911453
graphpart_clique-70,211,71,210,0,1,Min,3025.0,6348.0
crossdock_15x7,211,45,210,0,1,Min,14409.0,14409.0
multiplants_stg1a,424,250,216,0,25,Max,838.1756246,390.96552230000003
waterno2_24,3985,4943,216,0,1560,Min,330.4065193,7349.036006
crudeoil_li21,1349,4682,216,0,192,Max,4847.704982,4799.576007
sssd25-08,257,90,224,0,24,Min,472093.078,472093.078
sssd25-08persp,257,90,224,0,24,Min,472098.94700000004,472093.078
qapw,451,256,225,0,1,Min,306621.7037,388214.0
qap,226,31,225,0,1,Min,305568.9304,388214.0
gastrans135,1194,2473,0,232,510,Min,0.0,0.0
crossdock_15x8,241,47,240,0,1,Min,15595.0,15595.0
crudeoil_li02,1298,5005,240,0,54,Max,101624158.3,101567417.2
space25a,384,202,240,0,25,Min,156.71968590000003,484.3286442
multiplants_stg1b,476,280,243,0,28,Max,628.7545905000002,471.74964639999996
graphpart_2g-0099-9211,244,82,243,0,1,Min,-5070020.0,-5070020.0
graphpart_2pm-0099-0999,244,82,243,0,1,Min,-64.0,-64.0
gastrans582_warm15,2187,3733,0,250,909,Min,0.0,0.0
multiplants_stg1c,477,270,252,0,22,Max,1404.949443,708.4403348
carton7,329,688,200,56,64,Min,191.7295481,191.7295481
chp_shorttermplan1b,1681,3851,288,0,768,Min,251.27196380000004,254.13698419999997
carton9,361,894,216,72,68,Min,205.1370794,205.1370794
tls7,346,155,289,7,7,Min,6.32253,15.0
graphpart_2g-1010-0824,301,101,300,0,1,Min,-7024864.0,-7024864.0
csched2,401,138,308,0,1,Min,-166101.9966,-166101.9964
hydroenergy3,1009,1499,336,0,168,Max,758704.3197,744963.7246
genpooling_meyer15,735,769,352,0,48,Min,943639.6702,943734.0436
RSyn0815M04M,941,2431,376,0,44,Max,3410.8543,3410.854344
edgecross20-040,381,4561,380,0,1,Min,57.0,57.0
routingdelay_bigm,1124,2978,396,0,396,Min,146.62556999999995,146.62556999999995
routingdelay_proj,1124,2978,396,0,396,Min,143.65493999999995,146.62556999999995
waste,2485,1992,400,0,1368,Min,598.9191764,598.9191764
saa_2,4408,6206,400,0,3800,Min,2.08433668,12.1613089
procurement1large,7177,6055,400,0,1,Max,3830.6450649999997,3796.232086
RSyn0820M04M,1021,2677,416,0,56,Max,2450.772201,2450.772201
supplychainp1_022020,2941,5301,460,0,1,Min,1776977.118,1776977.122
supplychainr1_022020,1441,1841,460,0,1,Min,1776970.2019999996,1776970.2019999996
edgecross22-048,463,6161,462,0,1,Min,84.0,84.0
netmod_dol1,1999,3138,462,0,1,Min,-0.56000837,-0.56000837
RSyn0830M04M,1241,3193,496,0,80,Max,2529.0734,2529.073411
edgecross24-057,553,8097,552,0,1,Min,178.0,178.0
nuclear14,1563,1227,576,0,602,Min,-inf,-1.12965856
RSyn0840M04M,1441,3729,576,0,112,Max,2564.499488,2564.499483
nuclear14a,993,634,600,0,584,Min,-11.76222375,-1.12954543
nuclear14b,1569,1786,600,0,560,Min,-1.19473568,-1.12589491
nuclear25,1679,1304,625,0,628,Min,-inf,-1.11978753
nuclear25b,1684,1910,650,0,583,Min,-1.19533163,-1.11361751
nuclear25a,1059,660,650,0,608,Min,-10.5236,-1.12050522
unitcommit2,961,5330,720,0,1,Min,578176.639,578176.639
space25,894,236,750,0,25,Min,131.32014679999997,484.3286442
crudeoil_pooling_dt1,3713,5779,916,0,570,Min,209585.2679,209585.2679
space960,5538,6498,0,960,960,Min,6624060.789,17130000.0
crudeoil_pooling_dt4,5063,7699,1326,0,1121,Max,13257.65,13257.65
ibs2,3011,1822,1500,0,10,Min,4.45284842,4.45284842
crudeoil_pooling_dt3,9434,13835,1638,0,3325,Min,284781.25,284781.25
supplychainr1_053050,5151,6581,1680,0,1,Min,3727648.59,3728021.355
nuclear49,5736,3874,2401,0,1374,Min,-inf,-1.15141659
nuclear49a,3342,1432,2450,0,1332,Min,-11.81219826,-1.15144299
nuclear49b,5743,6234,2450,0,1283,Min,-1.19812494,-1.14000343
telecomsp_pacbell,3571,2941,3528,0,882,Min,310340.0,310340.0
telecomsp_metro,4285,5079,4200,0,3528,Min,7426547.619,8713200.0
hvb11,9818,10252,9537,0,17,Min,46962.0,46962.0
nuclear10b,23827,24972,10920,0,3026,Min,-3.74238495,-1.16185535
